Date,Time,CO(GT),NO2(GT),AQI_Friction
21/01/2005,00.00.00,1.8,119.0,95.5
21/01/2005,01.00.00,1.6,110.0,87.0
21/01/2005,02.00.00,1.4,94.0,75.0
21/01/2005,05.00.00,1.3,117.0,84.5
21/01/2005,06.00.00,1.6,121.0,92.5
21/01/2005,07.00.00,2.4,138.0,117.0
21/01/2005,08.00.00,4.5,174.0,177.0
21/01/2005,09.00.00,5.7,179.0,203.5
21/01/2005,10.00.00,4.3,175.0,173.5
21/01/2005,11.00.00,4.2,183.0,175.5
21/01/2005,12.00.00,4.5,189.0,184.5
21/01/2005,13.00.00,5.0,198.0,199.0
21/01/2005,14.00.00,2.9,142.0,129.0
21/01/2005,15.00.00,3.0,139.0,129.5
21/01/2005,16.00.00,3.3,99.0,115.5
21/01/2005,17.00.00,1.4,135.0,95.5
21/01/2005,18.00.00,2.3,223.0,157.5
21/01/2005,19.00.00,1.6,194.0,129.0
21/01/2005,20.00.00,4.9,244.0,220.0
21/01/2005,21.00.00,6.4,243.0,249.5
21/01/2005,22.00.00,3.5,230.0,185.0
21/01/2005,23.00.00,1.7,207.0,137.5
22/01/2005,00.00.00,2.6,223.0,163.5
22/01/2005,01.00.00,1.6,216.0,140.0
22/01/2005,02.00.00,1.5,198.0,129.0
22/01/2005,04.00.00,0.5,126.0,73.0
22/01/2005,05.00.00,0.9,144.0,90.0
22/01/2005,06.00.00,0.4,183.0,99.5
22/01/2005,07.00.00,0.5,193.0,106.5
22/01/2005,08.00.00,0.8,196.0,114.0
22/01/2005,09.00.00,1.4,208.0,132.0
22/01/2005,10.00.00,1.6,217.0,140.5
22/01/2005,11.00.00,1.5,246.0,153.0
22/01/2005,12.00.00,1.0,204.0,122.0
22/01/2005,13.00.00,1.0,192.0,116.0
22/01/2005,14.00.00,1.3,186.0,119.0
22/01/2005,15.00.00,0.1,133.0,68.5
22/01/2005,18.00.00,0.1,148.0,76.0
22/01/2005,19.00.00,0.4,167.0,91.5
22/01/2005,20.00.00,0.7,175.0,101.5
22/01/2005,21.00.00,2.7,224.0,166.0
22/01/2005,22.00.00,2.1,215.0,149.5
22/01/2005,23.00.00,1.3,196.0,124.0
23/01/2005,00.00.00,0.8,195.0,113.5
24/01/2005,02.00.00,0.1,136.0,70.0
24/01/2005,05.00.00,0.3,40.0,26.0
24/01/2005,06.00.00,0.5,67.0,43.5
24/01/2005,07.00.00,0.6,104.0,64.0
24/01/2005,08.00.00,1.8,169.0,120.5
24/01/2005,09.00.00,2.0,203.0,141.5
24/01/2005,10.00.00,1.4,183.0,119.5
24/01/2005,11.00.00,0.6,151.0,87.5
24/01/2005,12.00.00,0.5,138.0,79.0
24/01/2005,13.00.00,0.7,127.0,77.5
24/01/2005,15.00.00,1.1,148.0,96.0
24/01/2005,16.00.00,1.3,172.0,112.0
24/01/2005,17.00.00,1.0,163.0,101.5
24/01/2005,18.00.00,1.5,180.0,120.0
24/01/2005,19.00.00,1.5,169.0,114.5
24/01/2005,20.00.00,1.2,152.0,100.0
24/01/2005,21.00.00,0.3,107.0,59.5
25/01/2005,08.00.00,0.2,115.0,61.5
25/01/2005,09.00.00,0.7,157.0,92.5
25/01/2005,10.00.00,0.5,147.0,83.5
25/01/2005,11.00.00,0.4,188.0,102.0
25/01/2005,12.00.00,0.3,126.0,69.0
25/01/2005,13.00.00,0.3,114.0,63.0
25/01/2005,14.00.00,0.4,123.0,69.5
25/01/2005,15.00.00,0.2,107.0,57.5
25/01/2005,16.00.00,0.4,121.0,68.5
25/01/2005,17.00.00,0.4,118.0,67.0
25/01/2005,18.00.00,0.7,134.0,81.0
25/01/2005,19.00.00,1.0,142.0,91.0
25/01/2005,20.00.00,1.1,133.0,88.5
25/01/2005,21.00.00,0.3,106.0,59.0
25/01/2005,22.00.00,0.1,87.0,45.5
26/01/2005,08.00.00,0.3,136.0,74.0
26/01/2005,09.00.00,0.6,163.0,93.5
26/01/2005,10.00.00,0.3,143.0,77.5
26/01/2005,11.00.00,0.1,134.0,69.0
26/01/2005,12.00.00,0.1,130.0,67.0
26/01/2005,13.00.00,0.2,122.0,65.0
26/01/2005,14.00.00,0.5,129.0,74.5
26/01/2005,15.00.00,0.3,132.0,72.0
26/01/2005,16.00.00,0.3,133.0,72.5
26/01/2005,17.00.00,0.3,126.0,69.0
26/01/2005,18.00.00,1.0,177.0,108.5
26/01/2005,19.00.00,1.4,185.0,120.5
26/01/2005,20.00.00,1.4,169.0,112.5
26/01/2005,21.00.00,1.1,151.0,97.5
26/01/2005,22.00.00,0.4,114.0,65.0
26/01/2005,23.00.00,0.2,90.0,49.0
27/01/2005,00.00.00,0.2,87.0,47.5
27/01/2005,01.00.00,0.2,83.0,45.5
27/01/2005,02.00.00,0.2,74.0,41.0
27/01/2005,05.00.00,0.4,26.0,21.0
27/01/2005,06.00.00,0.5,61.0,40.5
27/01/2005,07.00.00,0.7,91.0,59.5
27/01/2005,08.00.00,1.9,184.0,130.0
27/01/2005,09.00.00,2.4,204.0,150.0
27/01/2005,10.00.00,2.0,185.0,132.5
27/01/2005,11.00.00,1.3,125.0,88.5
27/01/2005,12.00.00,1.0,104.0,72.0
27/01/2005,13.00.00,1.2,115.0,81.5
27/01/2005,14.00.00,1.5,126.0,93.0
27/01/2005,15.00.00,1.3,125.0,88.5
27/01/2005,16.00.00,1.5,139.0,99.5
27/01/2005,17.00.00,1.5,142.0,101.0
27/01/2005,18.00.00,2.1,170.0,127.0
27/01/2005,19.00.00,2.6,195.0,149.5
27/01/2005,20.00.00,3.0,202.0,161.0
27/01/2005,21.00.00,2.0,168.0,124.0
27/01/2005,22.00.00,1.4,128.0,92.0
27/01/2005,23.00.00,1.3,115.0,83.5
28/01/2005,00.00.00,1.2,111.0,79.5
28/01/2005,01.00.00,1.1,97.0,70.5
28/01/2005,02.00.00,0.9,77.0,56.5
28/01/2005,04.00.00,0.6,51.0,37.5
28/01/2005,05.00.00,0.5,49.0,34.5
28/01/2005,06.00.00,0.6,79.0,51.5
28/01/2005,07.00.00,0.7,92.0,60.0
28/01/2005,08.00.00,1.6,167.0,115.5
28/01/2005,09.00.00,2.2,206.0,147.0
28/01/2005,10.00.00,1.8,184.0,128.0
28/01/2005,11.00.00,1.5,176.0,118.0
28/01/2005,12.00.00,1.8,191.0,131.5
28/01/2005,13.00.00,1.4,147.0,101.5
28/01/2005,14.00.00,2.1,174.0,129.0
28/01/2005,15.00.00,1.6,167.0,115.5
28/01/2005,16.00.00,1.3,138.0,95.0
28/01/2005,17.00.00,1.9,164.0,120.0
28/01/2005,18.00.00,2.4,190.0,143.0
28/01/2005,19.00.00,3.0,198.0,159.0
28/01/2005,20.00.00,1.9,155.0,115.5
28/01/2005,21.00.00,1.8,153.0,112.5
28/01/2005,22.00.00,1.1,110.0,77.0
28/01/2005,23.00.00,1.1,91.0,67.5
29/01/2005,00.00.00,1.1,105.0,74.5
29/01/2005,01.00.00,1.0,85.0,62.5
29/01/2005,02.00.00,0.7,60.0,44.0
29/01/2005,04.00.00,0.5,34.0,27.0
29/01/2005,05.00.00,0.5,31.0,25.5
29/01/2005,06.00.00,0.4,37.0,26.5
29/01/2005,07.00.00,0.5,58.0,39.0
29/01/2005,08.00.00,0.8,92.0,62.0
29/01/2005,09.00.00,1.1,110.0,77.0
29/01/2005,10.00.00,1.1,101.0,72.5
29/01/2005,11.00.00,1.1,96.0,70.0
29/01/2005,12.00.00,1.1,102.0,73.0
29/01/2005,13.00.00,1.1,96.0,70.0
29/01/2005,14.00.00,1.2,102.0,75.0
29/01/2005,15.00.00,1.0,88.0,64.0
29/01/2005,16.00.00,1.2,87.0,67.5
29/01/2005,17.00.00,1.3,115.0,83.5
29/01/2005,18.00.00,1.4,118.0,87.0
29/01/2005,19.00.00,1.3,134.0,93.0
29/01/2005,20.00.00,1.4,125.0,90.5
29/01/2005,21.00.00,1.5,140.0,100.0
29/01/2005,22.00.00,1.0,83.0,61.5
29/01/2005,23.00.00,1.0,73.0,56.5
30/01/2005,00.00.00,1.1,92.0,68.0
30/01/2005,01.00.00,1.3,109.0,80.5
30/01/2005,02.00.00,1.0,82.0,61.0
30/01/2005,05.00.00,0.6,50.0,37.0
30/01/2005,06.00.00,0.5,44.0,32.0
30/01/2005,07.00.00,0.4,49.0,32.5
30/01/2005,08.00.00,0.5,62.0,41.0
30/01/2005,09.00.00,0.7,85.0,56.5
30/01/2005,10.00.00,0.8,82.0,57.0
30/01/2005,11.00.00,0.8,77.0,54.5
30/01/2005,12.00.00,1.0,92.0,66.0
30/01/2005,13.00.00,0.9,95.0,65.5
30/01/2005,14.00.00,0.9,95.0,65.5
30/01/2005,15.00.00,0.9,76.0,56.0
30/01/2005,16.00.00,1.0,95.0,67.5
30/01/2005,17.00.00,1.0,118.0,79.0
30/01/2005,18.00.00,1.1,123.0,83.5
30/01/2005,19.00.00,1.2,140.0,94.0
30/01/2005,20.00.00,1.6,163.0,113.5
30/01/2005,21.00.00,1.7,164.0,116.0
30/01/2005,22.00.00,1.1,120.0,82.0
30/01/2005,23.00.00,1.3,130.0,91.0
31/01/2005,00.00.00,1.7,145.0,106.5
31/01/2005,01.00.00,1.5,126.0,93.0
31/01/2005,02.00.00,0.8,61.0,46.5
31/01/2005,04.00.00,0.4,37.0,26.5
31/01/2005,05.00.00,0.4,37.0,26.5
31/01/2005,06.00.00,0.4,50.0,33.0
31/01/2005,07.00.00,0.7,109.0,68.5
31/01/2005,08.00.00,1.8,198.0,135.0
31/01/2005,10.00.00,3.5,283.0,211.5
31/01/2005,11.00.00,2.8,256.0,184.0
31/01/2005,12.00.00,3.1,261.0,192.5
31/01/2005,13.00.00,2.5,181.0,140.5
31/01/2005,14.00.00,2.7,194.0,151.0
31/01/2005,15.00.00,2.9,214.0,165.0
31/01/2005,16.00.00,3.2,204.0,166.0
31/01/2005,17.00.00,4.1,228.0,196.0
31/01/2005,18.00.00,6.1,270.0,257.0
31/01/2005,19.00.00,6.8,285.0,278.5
31/01/2005,20.00.00,6.8,282.0,277.0
31/01/2005,21.00.00,3.7,235.0,191.5
31/01/2005,22.00.00,2.1,208.0,146.0
31/01/2005,23.00.00,1.4,161.0,108.5
01/02/2005,00.00.00,1.3,146.0,99.0
01/02/2005,01.00.00,1.1,123.0,83.5
01/02/2005,02.00.00,1.0,109.0,74.5
01/02/2005,04.00.00,0.8,115.0,73.5
01/02/2005,05.00.00,0.9,114.0,75.0
01/02/2005,06.00.00,1.1,122.0,83.0
01/02/2005,07.00.00,1.6,149.0,106.5
01/02/2005,08.00.00,3.7,187.0,167.5
01/02/2005,09.00.00,4.8,198.0,195.0
01/02/2005,10.00.00,4.1,196.0,180.0
01/02/2005,11.00.00,4.5,218.0,199.0
01/02/2005,12.00.00,4.5,227.0,203.5
01/02/2005,13.00.00,3.7,181.0,164.5
01/02/2005,14.00.00,4.2,179.0,173.5
01/02/2005,15.00.00,3.3,151.0,141.5
01/02/2005,16.00.00,3.2,162.0,145.0
01/02/2005,17.00.00,3.6,165.0,154.5
01/02/2005,18.00.00,3.5,173.0,156.5
01/02/2005,19.00.00,4.1,188.0,176.0
01/02/2005,20.00.00,4.0,186.0,173.0
01/02/2005,21.00.00,3.3,172.0,152.0
01/02/2005,22.00.00,3.0,150.0,135.0
01/02/2005,23.00.00,2.6,137.0,120.5
02/02/2005,00.00.00,2.6,133.0,118.5
02/02/2005,01.00.00,2.6,122.0,113.0
02/02/2005,02.00.00,2.9,130.0,123.0
02/02/2005,04.00.00,2.5,121.0,110.5
02/02/2005,05.00.00,2.0,115.0,97.5
02/02/2005,06.00.00,2.2,125.0,106.5
02/02/2005,07.00.00,2.4,136.0,116.0
02/02/2005,08.00.00,4.0,174.0,167.0
02/02/2005,09.00.00,6.7,224.0,246.0
02/02/2005,10.00.00,5.6,230.0,227.0
02/02/2005,11.00.00,4.3,205.0,188.5
02/02/2005,12.00.00,4.0,204.0,182.0
02/02/2005,13.00.00,2.6,139.0,121.5
02/02/2005,14.00.00,2.2,133.0,110.5
02/02/2005,15.00.00,1.9,127.0,101.5
02/02/2005,16.00.00,1.8,124.0,98.0
02/02/2005,17.00.00,3.1,158.0,141.0
02/02/2005,18.00.00,4.8,171.0,181.5
02/02/2005,19.00.00,5.8,193.0,212.5
02/02/2005,20.00.00,5.9,195.0,215.5
02/02/2005,21.00.00,4.1,212.0,188.0
02/02/2005,22.00.00,1.8,193.0,132.5
02/02/2005,23.00.00,1.7,167.0,117.5
03/02/2005,00.00.00,1.7,156.0,112.0
03/02/2005,01.00.00,1.5,153.0,106.5
03/02/2005,02.00.00,1.1,128.0,86.0
03/02/2005,05.00.00,0.3,105.0,58.5
03/02/2005,06.00.00,0.4,130.0,73.0
03/02/2005,07.00.00,0.6,134.0,79.0
03/02/2005,08.00.00,3.0,275.0,197.5
03/02/2005,09.00.00,5.6,309.0,266.5
03/02/2005,10.00.00,4.9,322.0,259.0
03/02/2005,11.00.00,3.5,333.0,236.5
03/02/2005,12.00.00,2.2,235.0,161.5
03/02/2005,13.00.00,2.7,241.0,174.5
03/02/2005,14.00.00,2.7,214.0,161.0
03/02/2005,15.00.00,2.1,174.0,129.0
03/02/2005,16.00.00,2.0,157.0,118.5
03/02/2005,17.00.00,2.4,170.0,133.0
03/02/2005,18.00.00,6.7,212.0,240.0
03/02/2005,19.00.00,6.4,249.0,252.5
03/02/2005,20.00.00,3.9,231.0,193.5
03/02/2005,21.00.00,2.7,216.0,162.0
03/02/2005,22.00.00,3.0,217.0,168.5
03/02/2005,23.00.00,2.1,203.0,143.5
04/02/2005,00.00.00,1.2,161.0,104.5
04/02/2005,01.00.00,1.2,147.0,97.5
04/02/2005,02.00.00,0.7,111.0,69.5
04/02/2005,04.00.00,0.8,115.0,73.5
04/02/2005,05.00.00,0.4,80.0,48.0
04/02/2005,06.00.00,0.7,122.0,75.0
04/02/2005,07.00.00,1.4,186.0,121.0
04/02/2005,08.00.00,4.0,306.0,233.0
04/02/2005,09.00.00,3.9,301.0,228.5
04/02/2005,10.00.00,3.1,274.0,199.0
04/02/2005,11.00.00,3.2,247.0,187.5
04/02/2005,12.00.00,1.5,169.0,114.5
04/02/2005,13.00.00,1.2,138.0,93.0
04/02/2005,14.00.00,1.9,149.0,112.5
04/02/2005,15.00.00,1.5,165.0,112.5
04/02/2005,16.00.00,1.4,156.0,106.0
04/02/2005,17.00.00,1.9,184.0,130.0
04/02/2005,18.00.00,2.2,197.0,142.5
04/02/2005,19.00.00,3.0,204.0,162.0
04/02/2005,20.00.00,2.6,207.0,155.5
04/02/2005,21.00.00,2.8,208.0,160.0
04/02/2005,22.00.00,1.6,174.0,119.0
04/02/2005,23.00.00,1.3,157.0,104.5
05/02/2005,00.00.00,1.6,166.0,115.0
05/02/2005,01.00.00,1.5,167.0,113.5
05/02/2005,02.00.00,1.3,154.0,103.0
05/02/2005,04.00.00,2.0,164.0,122.0
05/02/2005,05.00.00,1.3,149.0,100.5
05/02/2005,06.00.00,0.9,150.0,93.0
05/02/2005,07.00.00,1.4,205.0,130.5
05/02/2005,08.00.00,3.1,283.0,203.5
05/02/2005,09.00.00,4.1,310.0,237.0
05/02/2005,10.00.00,1.3,200.0,126.0
05/02/2005,11.00.00,0.9,147.0,91.5
05/02/2005,12.00.00,1.0,128.0,84.0
05/02/2005,13.00.00,1.0,121.0,80.5
05/02/2005,14.00.00,1.1,129.0,86.5
05/02/2005,15.00.00,0.8,110.0,71.0
05/02/2005,16.00.00,1.0,126.0,83.0
05/02/2005,17.00.00,0.9,121.0,78.5
05/02/2005,18.00.00,0.9,142.0,89.0
05/02/2005,19.00.00,1.6,174.0,119.0
05/02/2005,20.00.00,1.4,168.0,112.0
05/02/2005,21.00.00,1.4,180.0,118.0
05/02/2005,22.00.00,1.1,157.0,100.5
05/02/2005,23.00.00,1.2,162.0,105.0
06/02/2005,00.00.00,1.8,173.0,122.5
06/02/2005,01.00.00,1.4,176.0,116.0
06/02/2005,02.00.00,1.4,172.0,114.0
06/02/2005,05.00.00,0.8,88.0,60.0
06/02/2005,06.00.00,0.7,85.0,56.5
06/02/2005,07.00.00,0.7,88.0,58.0
06/02/2005,08.00.00,0.6,94.0,59.0
06/02/2005,09.00.00,0.8,115.0,73.5
06/02/2005,10.00.00,1.3,137.0,94.5
06/02/2005,11.00.00,2.0,212.0,146.0
06/02/2005,12.00.00,1.7,173.0,120.5
06/02/2005,13.00.00,1.2,135.0,91.5
06/02/2005,14.00.00,1.0,100.0,70.0
06/02/2005,15.00.00,0.8,78.0,55.0
06/02/2005,16.00.00,1.0,100.0,70.0
06/02/2005,17.00.00,1.4,150.0,103.0
06/02/2005,18.00.00,1.1,142.0,93.0
06/02/2005,19.00.00,1.6,165.0,114.5
06/02/2005,20.00.00,1.8,179.0,125.5
06/02/2005,21.00.00,1.4,149.0,102.5
06/02/2005,22.00.00,1.1,126.0,85.0
06/02/2005,23.00.00,1.0,120.0,80.0
07/02/2005,00.00.00,1.1,110.0,77.0
07/02/2005,01.00.00,1.0,92.0,66.0
07/02/2005,02.00.00,0.8,78.0,55.0
07/02/2005,04.00.00,0.6,65.0,44.5
07/02/2005,05.00.00,0.6,73.0,48.5
07/02/2005,06.00.00,0.6,85.0,54.5
07/02/2005,07.00.00,0.8,133.0,82.5
07/02/2005,08.00.00,2.3,246.0,169.0
07/02/2005,09.00.00,2.8,281.0,196.5
07/02/2005,10.00.00,2.1,222.0,153.0
07/02/2005,11.00.00,1.7,182.0,125.0
07/02/2005,12.00.00,1.4,154.0,105.0
07/02/2005,13.00.00,1.6,168.0,116.0
07/02/2005,14.00.00,1.4,149.0,102.5
07/02/2005,15.00.00,1.3,156.0,104.0
07/02/2005,16.00.00,1.4,156.0,106.0
07/02/2005,17.00.00,1.7,187.0,127.5
07/02/2005,18.00.00,1.9,194.0,135.0
07/02/2005,19.00.00,2.3,204.0,148.0
07/02/2005,20.00.00,2.0,174.0,127.0
07/02/2005,21.00.00,1.6,154.0,109.0
07/02/2005,22.00.00,1.0,117.0,78.5
07/02/2005,23.00.00,0.9,98.0,67.0
08/02/2005,00.00.00,0.9,90.0,63.0
08/02/2005,01.00.00,0.9,74.0,55.0
08/02/2005,02.00.00,0.5,49.0,34.5
08/02/2005,04.00.00,0.5,54.0,37.0
08/02/2005,05.00.00,0.6,69.0,46.5
08/02/2005,06.00.00,0.6,92.0,58.0
08/02/2005,07.00.00,1.0,146.0,93.0
08/02/2005,08.00.00,2.1,224.0,154.0
08/02/2005,09.00.00,2.9,253.0,184.5
08/02/2005,10.00.00,2.2,225.0,156.5
08/02/2005,11.00.00,1.6,180.0,122.0
08/02/2005,12.00.00,1.8,194.0,133.0
08/02/2005,13.00.00,1.5,158.0,109.0
08/02/2005,14.00.00,2.2,184.0,136.0
08/02/2005,15.00.00,1.6,165.0,114.5
08/02/2005,16.00.00,1.5,156.0,108.0
08/02/2005,17.00.00,1.8,172.0,122.0
08/02/2005,18.00.00,1.8,194.0,133.0
08/02/2005,19.00.00,2.3,208.0,150.0
08/02/2005,20.00.00,1.9,187.0,131.5
08/02/2005,21.00.00,1.9,187.0,131.5
08/02/2005,22.00.00,1.1,127.0,85.5
08/02/2005,23.00.00,0.9,107.0,71.5
09/02/2005,00.00.00,0.8,99.0,65.5
09/02/2005,01.00.00,0.9,100.0,68.0
09/02/2005,02.00.00,0.7,73.0,50.5
09/02/2005,05.00.00,0.7,92.0,60.0
09/02/2005,06.00.00,0.6,100.0,62.0
09/02/2005,07.00.00,1.0,149.0,94.5
09/02/2005,08.00.00,1.7,231.0,149.5
09/02/2005,09.00.00,2.7,245.0,176.5
09/02/2005,10.00.00,3.3,203.0,167.5
09/02/2005,11.00.00,2.1,165.0,124.5
09/02/2005,12.00.00,2.0,168.0,124.0
09/02/2005,13.00.00,2.0,151.0,115.5
09/02/2005,14.00.00,2.3,152.0,122.0
09/02/2005,15.00.00,2.0,144.0,112.0
09/02/2005,16.00.00,2.1,148.0,116.0
09/02/2005,17.00.00,2.3,176.0,134.0
09/02/2005,18.00.00,3.1,209.0,166.5
09/02/2005,19.00.00,3.9,240.0,198.0
09/02/2005,20.00.00,3.8,223.0,187.5
09/02/2005,21.00.00,2.9,187.0,151.5
09/02/2005,22.00.00,2.2,157.0,122.5
09/02/2005,23.00.00,1.9,123.0,99.5
10/02/2005,00.00.00,2.0,126.0,103.0
10/02/2005,01.00.00,1.8,106.0,89.0
10/02/2005,02.00.00,1.6,95.0,79.5
10/02/2005,04.00.00,1.4,87.0,71.5
10/02/2005,05.00.00,1.5,88.0,74.0
10/02/2005,06.00.00,1.7,134.0,101.0
10/02/2005,07.00.00,1.9,156.0,116.0
10/02/2005,08.00.00,3.3,247.0,189.5
10/02/2005,09.00.00,3.8,289.0,220.5
10/02/2005,10.00.00,4.3,250.0,211.0
10/02/2005,11.00.00,3.7,232.0,190.0
10/02/2005,12.00.00,2.7,185.0,146.5
10/02/2005,13.00.00,2.2,147.0,117.5
10/02/2005,14.00.00,2.4,128.0,112.0
10/02/2005,15.00.00,2.2,131.0,109.5
10/02/2005,16.00.00,2.3,135.0,113.5
10/02/2005,17.00.00,2.6,149.0,126.5
10/02/2005,18.00.00,4.2,209.0,188.5
10/02/2005,19.00.00,6.2,243.0,245.5
10/02/2005,20.00.00,8.4,276.0,306.0
10/02/2005,21.00.00,4.5,225.0,202.5
10/02/2005,22.00.00,2.7,194.0,151.0
10/02/2005,23.00.00,2.4,164.0,130.0
11/02/2005,00.00.00,2.3,148.0,120.0
11/02/2005,01.00.00,2.2,136.0,112.0
11/02/2005,02.00.00,2.0,116.0,98.0
11/02/2005,04.00.00,1.6,91.0,77.5
11/02/2005,05.00.00,1.5,87.0,73.5
11/02/2005,06.00.00,1.7,123.0,95.5
11/02/2005,07.00.00,1.8,152.0,112.0
11/02/2005,08.00.00,3.8,267.0,209.5
11/02/2005,09.00.00,5.9,296.0,266.0
11/02/2005,10.00.00,5.4,291.0,253.5
11/02/2005,11.00.00,4.7,276.0,232.0
11/02/2005,12.00.00,4.3,250.0,211.0
11/02/2005,13.00.00,5.4,251.0,233.5
11/02/2005,14.00.00,5.8,275.0,253.5
11/02/2005,15.00.00,6.1,312.0,278.0
11/02/2005,16.00.00,7.1,340.0,312.0
11/02/2005,17.00.00,6.6,326.0,295.0
11/02/2005,18.00.00,6.5,284.0,272.0
11/02/2005,19.00.00,7.1,289.0,286.5
11/02/2005,20.00.00,4.9,215.0,205.5
11/02/2005,21.00.00,4.0,207.0,183.5
11/02/2005,22.00.00,4.0,213.0,186.5
11/02/2005,23.00.00,3.6,192.0,168.0
12/02/2005,00.00.00,4.2,211.0,189.5
12/02/2005,01.00.00,4.3,229.0,200.5
12/02/2005,02.00.00,3.6,216.0,180.0
12/02/2005,05.00.00,1.4,136.0,96.0
12/02/2005,06.00.00,1.4,156.0,106.0
12/02/2005,07.00.00,1.6,176.0,120.0
12/02/2005,08.00.00,2.3,224.0,158.0
12/02/2005,09.00.00,2.4,207.0,151.5
12/02/2005,10.00.00,2.7,221.0,164.5
12/02/2005,11.00.00,3.4,229.0,182.5
12/02/2005,12.00.00,3.1,208.0,166.0
12/02/2005,13.00.00,3.6,207.0,175.5
12/02/2005,14.00.00,3.8,216.0,184.0
12/02/2005,15.00.00,3.3,224.0,178.0
12/02/2005,16.00.00,3.4,225.0,180.5
12/02/2005,17.00.00,3.7,227.0,187.5
12/02/2005,18.00.00,4.6,248.0,216.0
12/02/2005,19.00.00,5.0,251.0,225.5
12/02/2005,20.00.00,5.7,265.0,246.5
12/02/2005,21.00.00,5.2,262.0,235.0
12/02/2005,22.00.00,5.0,241.0,220.5
12/02/2005,23.00.00,4.5,231.0,205.5
13/02/2005,00.00.00,4.1,229.0,196.5
13/02/2005,01.00.00,4.1,221.0,192.5
13/02/2005,02.00.00,3.1,180.0,152.0
13/02/2005,04.00.00,2.8,140.0,126.0
13/02/2005,05.00.00,2.9,153.0,134.5
13/02/2005,06.00.00,2.6,150.0,127.0
13/02/2005,07.00.00,2.6,145.0,124.5
13/02/2005,08.00.00,2.8,149.0,130.5
13/02/2005,09.00.00,3.3,155.0,143.5
13/02/2005,10.00.00,3.2,158.0,143.0
13/02/2005,11.00.00,3.3,188.0,160.0
13/02/2005,12.00.00,1.5,154.0,107.0
13/02/2005,13.00.00,1.2,107.0,77.5
13/02/2005,14.00.00,1.1,92.0,68.0
13/02/2005,15.00.00,1.7,106.0,87.0
13/02/2005,16.00.00,1.0,90.0,65.0
13/02/2005,17.00.00,1.0,100.0,70.0
13/02/2005,18.00.00,2.6,132.0,118.0
13/02/2005,19.00.00,2.5,211.0,155.5
13/02/2005,20.00.00,2.1,179.0,131.5
13/02/2005,21.00.00,1.0,116.0,78.0
13/02/2005,22.00.00,1.3,143.0,97.5
13/02/2005,23.00.00,1.5,142.0,101.0
14/02/2005,00.00.00,1.4,135.0,95.5
14/02/2005,01.00.00,1.6,136.0,100.0
14/02/2005,02.00.00,1.1,109.0,76.5
14/02/2005,04.00.00,0.5,62.0,41.0
14/02/2005,05.00.00,0.4,49.0,32.5
14/02/2005,06.00.00,0.7,81.0,54.5
14/02/2005,07.00.00,0.7,104.0,66.0
14/02/2005,08.00.00,2.3,176.0,134.0
14/02/2005,09.00.00,2.5,193.0,146.5
14/02/2005,10.00.00,1.7,168.0,118.0
14/02/2005,11.00.00,2.5,123.0,111.5
14/02/2005,12.00.00,2.1,111.0,97.5
14/02/2005,13.00.00,1.1,120.0,82.0
14/02/2005,14.00.00,1.3,123.0,87.5
14/02/2005,15.00.00,1.1,115.0,79.5
14/02/2005,16.00.00,1.1,120.0,82.0
14/02/2005,17.00.00,1.4,140.0,98.0
14/02/2005,18.00.00,2.3,185.0,138.5
14/02/2005,19.00.00,4.2,212.0,190.0
14/02/2005,20.00.00,3.5,200.0,170.0
14/02/2005,21.00.00,3.0,191.0,155.5
14/02/2005,22.00.00,1.7,169.0,118.5
14/02/2005,23.00.00,1.6,139.0,101.5
15/02/2005,00.00.00,1.0,102.0,71.0
15/02/2005,01.00.00,0.8,76.0,54.0
15/02/2005,02.00.00,0.6,56.0,40.0
15/02/2005,05.00.00,0.3,28.0,20.0
15/02/2005,06.00.00,0.4,56.0,36.0
15/02/2005,07.00.00,0.5,94.0,57.0
15/02/2005,08.00.00,1.5,196.0,128.0
15/02/2005,09.00.00,2.1,220.0,152.0
15/02/2005,10.00.00,1.6,168.0,116.0
15/02/2005,11.00.00,1.0,133.0,86.5
15/02/2005,12.00.00,1.2,134.0,91.0
15/02/2005,13.00.00,1.3,138.0,95.0
15/02/2005,14.00.00,1.4,135.0,95.5
15/02/2005,15.00.00,1.0,111.0,75.5
15/02/2005,16.00.00,1.4,124.0,90.0
15/02/2005,17.00.00,1.5,158.0,109.0
15/02/2005,18.00.00,2.4,181.0,138.5
15/02/2005,19.00.00,2.8,185.0,148.5
15/02/2005,20.00.00,3.1,187.0,155.5
15/02/2005,21.00.00,3.1,196.0,160.0
15/02/2005,22.00.00,2.0,174.0,127.0
15/02/2005,23.00.00,2.1,182.0,133.0
16/02/2005,00.00.00,1.9,182.0,129.0
16/02/2005,01.00.00,2.5,193.0,146.5
16/02/2005,02.00.00,2.0,174.0,127.0
16/02/2005,04.00.00,1.1,142.0,93.0
16/02/2005,05.00.00,0.8,137.0,84.5
16/02/2005,06.00.00,0.9,140.0,88.0
16/02/2005,07.00.00,1.6,201.0,132.5
16/02/2005,08.00.00,3.6,288.0,216.0
16/02/2005,09.00.00,3.3,260.0,196.0
16/02/2005,10.00.00,2.1,206.0,145.0
16/02/2005,11.00.00,1.3,98.0,75.0
16/02/2005,12.00.00,1.1,138.0,91.0
16/02/2005,13.00.00,1.5,139.0,99.5
16/02/2005,14.00.00,1.5,137.0,98.5
